,element_type,osmid,name,tourism,geometry,shop,amenity,opening_hours,operator,addr:country,website,brand,contact:website,owner,fuel:diesel,fuel:octane_92,fuel:octane_95,payment:cards,ref,toilets,fee,park_ride,parking,supervised,surface,atm,addr:city,addr:housenumber,addr:street,cuisine,int_name,internet_access,contact:email,contact:facebook,contact:instagram,contact:ok,contact:vk,name:ru,check_date:opening_hours,addr:postcode,contact:phone,diet:vegetarian,drive_through,old_name,old_name:en,outdoor_seating,smoking,takeaway,fuel:lpg,brand:en,brand:ru,brand:wikidata,name:en,access,capacity,bic,brand:wikipedia,contact:twitter,contact:youtube,operator:wikidata,operator:wikipedia,branch,wheelchair,compressed_air,entrance,barrier,alt_name,office,phone,backrest,check_date,payment:credit_cards,payment:debit_cards,organic,description,artwork_type,service,recycling:scrap_metal,recycling_type,information,email,covered,inscription,contact:telegram,contact:viber,contact:whatsapp,opening_hours:signed,level,self_service,ref:av,abandoned,disused,name:it,indoor_seating,internet_access:fee,operator:phone,recycling:glass,recycling:paper,recycling:plastic_bottles,license_classes,short_name,payment:cash,payment:mastercard,payment:visa,note,bicycle_parking,healthcare,clothes:fur,clothes:leather,bin,leisure,material,waste,official_name,payment:maestro,delivery,addr:full,dispensing,vending,nodes,building,denomination,ref:temples.ru,religion,start_date,building:levels,government,public_transport,roof:shape,tickets:suburban_train,social_facility,social_facility:for,rooms,stars,landuse,height,maxstay,nohousenumber,education,education_form:parttime,education_level:primary,education_profile:music,education_system:ru_standard,training,education_profile:visual_art,roof:levels,emergency,fuel:octane_100,changing_table,toilets:disposal,unisex,name:signed,building:levels:underground,toilets:access,toilets:fee,fire_station:type,building:part,ways,type,health_facility:type,h3_cell
1085,way,431789281,None,None,POINT (38.07020220163862 54.89625393115242),car_repair,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Шиномонтаж,None,tyres,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4310066909, 4310066910, 4310066911, 4310066912, 4310066913, 4310066914, 4310066909]",yes,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2da9921907fff
1086,way,431789293,Ашан,None,POINT (38.07187491570689 54.89572068745018),supermarket,None,Mo-Su 08:00-23:00,None,None,None,None,https://www.auchan.ru,None,None,None,None,None,None,None,None,None,None,None,None,None,Ступино,4,улица Фрунзе,None,None,None,None,https://www.facebook.com/AuchanRussia,https://www.instagram.com/auchan.ru,None,https://vk.com/auchan,Ашан супермаркет,None,None,None,None,None,None,None,None,None,None,None,None,None,Q758603,None,None,None,None,ru:Auchan,https://twitter.com/Auchan_ru,https://www.youtube.com/channel/UCoPpvvMHzIpZ7EcNZBEWhFg,None,None,None,None,None,None,None,None,None,None,None,None,yes,yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4310066949, 4310066950, 4310066951, 4310066952, 4310066968, 4310066953, 4310066969, 4310066954, 4310066955, 4310066956, 4310066957, 4310066958, 4310066959, 4310066960, 4310066961, 4310066962, 4310066963, 4310066967, 4310066966, 4310066965, 4310066964, 4310066949]",retail,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2da9921977fff
1087,way,431789298,None,None,POINT (38.07259144678357 54.895661862992),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,no,asphalt,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4310066996, 4310066997, 4310066971, 4310066998, 4310066999, 4310067006, 4310067007, 4310067002, 4310067003, 4310066931, 4679293704, 4679293701, 4679293709, 4679293697, 4679293692, 4679293714, 4310067009, 4310067010, 4310067011, 4310067012, 4310067013, 4310067014, 4310067017, 4310067005, 4310067015, 4310067016, 4310066996]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12 hr,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2da9921977fff
1088,way,432549451,ключи,None,POINT (38.0733860892496 54.892839669037606),kiosk,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4315564026, 4315564027, 4315564028, 4315564029, 4315564026]",retail,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2da9921947fff
1089,way,432549477,None,None,POINT (38.07297586721909 54.89357726548262),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,no,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4315564080, 4315564081, 4315564082, 4315564083, 4315564080]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12 hr,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2da9921947fff
1090,way,432601292,None,None,POINT (38.074769302065064 54.895167939633055),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,no,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4316033328, 4316033340, 4316033329, 4316033331, 4316033330, 4316033328]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d24b7fff
1091,way,432601306,None,None,POINT (38.0758219593909 54.89568919741604),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,no,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4316033358, 4316033359, 4316033360, 4324910142, 4316033361, 4316033362, 4316033363, 4316033364, 4316033365, 4316033366, 4316033358]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d2487fff
1092,way,432601313,None,None,POINT (38.07023110720401 54.89825914238495),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,yes,no,surface,no,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4316033387, 4313118031, 4316033386, 4316033388, 4316033389, 4316033390, 3143760852, 4313118036, 4313118059, 4313118060, 4313118056, 4313118057, 4313118058, 4316033391, 4316033392, 4316033393, 4316033394, 4316033395, 4316033387]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2da9921907fff
1093,way,434335332,None,None,POINT (38.07913814092509 54.893180176728514),kiosk,None,None,Продукты,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4324910751, 4324910752, 4324910753, 4324910754, 4324910751]",retail,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,no,None,None,None,None,None,None,None,None,8a2dad2d24effff
1094,way,434362540,Союзпечать,None,POINT (38.07931555 54.894074799999984),kiosk,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4325203534, 4325203535, 4325203536, 4325203537, 4325203534]",retail,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d27b7fff
1095,way,434373411,None,None,POINT (38.07859426505723 54.89409584329748),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,no,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4325305928, 4325305942, 4325203552, 4325305947, 4325305948, 4325305949, 4325305950, 4325305952, 4325305953, 4325305951, 4325305939, 4325305938, 4325305937, 4325305927, 4325305928]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d24effff
1096,way,434936856,Аллея,None,POINT (38.08156242704706 54.88321455235642),None,cafe,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,no,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4328461367, 4328461370, 4328461368, 4328461369, 4328461367]",yes,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d27affff
1097,way,435132375,Продукты,None,POINT (38.08079445066581 54.89404372418789),kiosk,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4330845985, 4330845986, 4330845988, 4330845987, 4330845985]",retail,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d2787fff
1098,way,435147517,None,None,POINT (38.081200167076325 54.88319920342426),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,no,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[3114620451, 4330989641, 4330989642, 4328461367, 4328461369, 4328461371, 4328461372, 4328461380, 4328461373, 4328461374, 4330989638, 4328461376, 4328461377, 4328461378, 4328461379, 4328461375, 4328461366, 3114620451]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d27affff
1099,way,435183401,"ТЦ ""КБО""",None,POINT (38.07933221908091 54.89714024055873),mall,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ступино,63/24,проспект Победы,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4331226445, 4331226446, 4331226452, 4331226454, 4331226453, 4331226456, 4331226462, 4331226463, 4331226464, 4331226474, 4331226447, 4331226465, 4331226461, 4331226455, 4331226469, 4331226471, 4331226470, 4331226457, 4331226460, 4331226466, 4331226467, 4331226473, 4331226448, 4331226468, 4331226459, 4331226458, 4331226450, 4331226451, 4331226449, 4331226445]",yes,None,None,None,None,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d27b7fff
1100,way,435183406,None,None,POINT (38.07901011564055 54.89724855049838),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,no,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4331226477, 4331226478, 4331226479, 4331226480, 4331226498, 4331226481, 4331226482, 4331226483, 4331226484, 4331226485, 4331226486, 4331226487, 4331226488, 4331226489, 4331226490, 4331226491, 4331226492, 4331226429, 4331226493, 4331226494, 4331226495, 4331226496, 4331226497, 4331226477]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d24effff
1101,way,435183407,None,None,POINT (38.07897310236377 54.89802420507144),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4310067027, 4331226499, 4331226500, 4713369838, 4331226501, 4310067037, 4310067038, 4310067039, 4713369839, 4310067040, 4713369841, 4713369842, 4331226502, 4310067028, 4310067027]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,retail,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d24effff
1102,way,435183408,None,None,POINT (38.08154798899094 54.8983657788111),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4181053424, 4336768486, 4331226503, 4331226504, 4331226505, 4181053425, 1646722414, 4181053424]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,retail,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d27affff
1103,way,435452226,"ТРЦ ""Курс""",None,POINT (38.07865962210898 54.89817912338848),mall,None,10:00-22:00,None,None,http://www.tc-kurs.ru,None,None,None,None,None,None,None,None,yes,None,None,None,None,None,None,Ступино,63А,проспект Победы,None,None,None,None,None,None,None,None,None,2023-01-01,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4333703079, 4333703080, 4333703302, 4333703081, 4333703082, 4333703083, 4333703084, 4333703303, 4333703085, 4333703293, 4333703086, 4333703087, 4333703000, 4333703088, 4333703289, 4333703290, 4333703291, 4333703296, 4333703301, 4333703292, 4333703079]",commercial,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,yes,no,None,None,None,None,None,8a2dad2d24effff
1104,way,435452230,"ТК ""Райпо""",None,POINT (38.08157014201532 54.89831116906162),mall,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ступино,40,проспект Победы,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4333703304, 4333703346, 4333703330, 4333703331, 4333703345, 4333703332, 4333703329, 4333703305, 4333703344, 4333703306, 4333703343, 4333703307, 4333703335, 4333703341, 4333703340, 4333703347, 4333703339, 4333703338, 4333703337, 4333703333, 4333703334, 4336768698, 4333703308, 4333703309, 4333703310, 4333703311, 4333703312, 4333703313, 4333703314, 4333703315, 4333703316, 4333703317, 4333703318, 4333703319, 4333703320, 4333703321, 4333703322, 4333703323, 4333703324, 4333703325, 4333703326, 4333703327, 4333703328, 4333703304]",yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d27affff
1105,way,435452234,None,None,POINT (38.08120480632075 54.89847600760518),None,fountain,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4333703348, 4333703349, 4333703350, 4333703351, 4333703352, 4333703353, 4333703348]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d27affff
1106,way,435675363,None,None,POINT (38.078040028835616 54.879766819912675),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,private,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4335711059, 4335711060, 4335711061, 4335711062, 4335711063, 4335711064, 4335711059]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d24c7fff
1107,way,435675364,None,None,POINT (38.079113497380035 54.879704770241936),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,None,yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,private,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4335711065, 4335711066, 4335711067, 4335711068, 4335711069, 4335711070, 4335711071, 4335711072, 4335711073, 4335711074, 4335711075, 4335711076, 4335711077, 4335711078, 4335711079, 4335711065]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d24effff
1108,way,435675369,None,None,POINT (38.078351744313416 54.87876310356659),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,private,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4335721295, 4335721296, 4335721485, 4335721297, 4335721298, 4335721299, 4335721300, 4335721301, 4335721302, 4335721303, 4335721304, 4335721305, 4335721306, 4335721307, 4335721308, 4335721309, 4335721295]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d24c7fff
1109,way,435782436,None,None,POINT (38.084341661547576 54.89722964368484),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,no,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4336768465, 4336768466, 4336768467, 4331556263, 4331556283, 4331556284, 4331556285, 4331556286, 4336768468, 4336768469, 4336768470, 4336768471, 4336768465]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d262ffff
1110,way,435782437,None,None,POINT (38.0813145 54.897040499999996),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,no,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4336768473, 4336768474, 4336768475, 4336768476, 4336768473]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d27affff
1111,way,435782438,None,None,POINT (38.08201660000001 54.89899575),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,no,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4336768477, 4336768478, 4336768479, 4336768480, 4336768477]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d2637fff
1112,way,435976511,None,None,POINT (38.084178866049406 54.89150952394638),None,parking,None,None,None,None,None,None,None,None,None,None,None,None,None,no,no,surface,no,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4338663538, 4338663539, 4338663540, 4338663541, 4338663542, 4338663543, 4338663538]",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2dad2d262ffff
1113,way,473896950,"ТЦ ""Слава""",None,POINT (38.072492960380465 54.897108637705585),mall,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ступино,вл61,Первомайская улица,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"[4679293493, 4679293494, 4679293495, 4679293496, 4679293497, 4679293498, 4679293499, 4679293500, 4679293501, 4679293502, 4679293523, 4679293503, 4679293504, 4679293505, 4679293506, 4679293558, 4679293507, 4679293508, 4679293509, 4679293510, 4679293511, 4679293512, 4679293513, 4679293514, 4679293515, 4679293516, 4679293517, 4679293518, 4679293519, 4679293520, 4679293521, 4679293522, 4679293493]",commercial,None,None,None,None,5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8a2da9921977fff
