element_type,osmid,railway,railway:position,geometry,esr:user,express:user,name,name:en,operator,public_transport,train,wikidata,name:ru,tourism,shop,amenity,opening_hours,addr:country,website,barrier,uic_ref,brand,contact:website,owner,crossing:barrier,fuel:diesel,fuel:octane_92,fuel:octane_95,payment:cards,ref,toilets,source,fixme,access,fee,park_ride,parking,supervised,surface,atm,addr:city,addr:housenumber,addr:street,cuisine,int_name,internet_access,contact:email,contact:facebook,contact:instagram,contact:ok,contact:vk,check_date:opening_hours,addr:postcode,contact:phone,diet:vegetarian,drive_through,old_name,old_name:en,outdoor_seating,smoking,takeaway,fuel:lpg,brand:en,brand:ru,brand:wikidata,capacity,bic,brand:wikipedia,contact:twitter,contact:youtube,operator:wikidata,operator:wikipedia,branch,wheelchair,compressed_air,bench,bin,entrance,network,alt_name,office,phone,backrest,check_date,payment:credit_cards,payment:debit_cards,organic,description,artwork_type,service,recycling:scrap_metal,recycling_type,information,email,covered,inscription,contact:telegram,contact:viber,contact:whatsapp,opening_hours:signed,level,self_service,ref:av,abandoned,disused,name:it,man_made,indoor_seating,internet_access:fee,operator:phone,recycling:glass,recycling:paper,recycling:plastic_bottles,license_classes,short_name,payment:cash,payment:mastercard,payment:visa,note,bicycle_parking,healthcare,clothes:fur,clothes:leather,leisure,material,waste,official_name,payment:maestro,delivery,addr:full,dispensing,vending,historic,nodes,building,building:levels,landuse,addr:district,addr:region,natural,water,place,denomination,ref:temples.ru,religion,start_date,residential,area,electrified,gauge,usage,axle_load,frequency,incline,lit,loading_gauge,maxspeed,maxspeed:freight,oneway,passenger_lines,railway:ballastless,railway:integra_signum:ALS,railway:preferred_direction,railway:radio,railway:rail,railway:track_ref,railway:traffic_mode,voltage,bridge,layer,plant:method,plant:output:electricity,plant:output:hot_water,plant:source,power,substation,min_height,cadastre:utilization,source:addr,government,sport,roof:shape,designated_direction,tickets:suburban_train,social_facility,social_facility:for,abandoned:amenity,rooms,stars,height,reservoir_type,content,generator:method,generator:source,generator:type,maxstay,leaf_cycle,leaf_type,generator:output:hot_water,tower:type,emergency,military,disused:shop,name:uk,nohousenumber,education,education_form:parttime,education_level:primary,education_profile:music,education_system:ru_standard,training,education_profile:visual_art,roof:levels,fuel:octane_100,changing_table,toilets:disposal,unisex,name:signed,ruins,building:levels:underground,toilets:access,toilets:fee,building:parts,fire_station:type,building:part,construction,ways,type,health_facility:type,place_of_worship,building:flats,energy_class,h3_cell
way,478154562,,,POINT (38.072489600000004 54.89640515000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714101279, 4714101280, 4714101281, 4714101282, 4714101279]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891181725d3ffff
way,478154563,,,POINT (38.072644535419094 54.896723246404974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714101283, 4714101284, 4714101285, 4714101286, 4714101283]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891181725d3ffff
way,478154564,,,POINT (38.06465295 54.89949885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714101287, 4714101288, 4714101589, 3285626618, 4714101287]",roof,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b63ffff
way,478154572,,,POINT (38.0650929984239 54.89928295746109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714101601, 4714101602, 4714101603, 4714101604, 4714101601]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b63ffff
way,478154573,,,POINT (38.065282100000005 54.89939175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714101605, 4714101606, 4714101607, 4714101608, 4714101605]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b63ffff
way,478154574,,,POINT (38.06506212450855 54.89939638213778),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714101609, 4714101610, 4714101611, 4714101612, 4714101609]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b63ffff
way,478154596,,,POINT (38.072131645680244 54.90035088068568),,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,no,no,surface,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714101685, 4714101686, 4714101687, 4714101688, 4714101689, 4714101690, 4714101691, 4714101702, 4714101692, 4714101693, 4714101685]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891181725d7ffff
way,478154597,,,POINT (38.07352042014121 54.90073464660489),,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,no,no,surface,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714101694, 4714101695, 4729588402, 4714101696, 4714101697, 4714101694]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891181725d7ffff
way,478154598,,,POINT (38.072806003605415 54.90092082437016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4686058570, 4729585186, 4714101689, 4714101690, 4714101696, 4714101697, 4729839400, 4714101699, 4729839367, 4714101700, 4729839445, 4729839444, 4729839440, 4714101701, 4729839436, 4729588403, 4729588389, 4686058568, 4729585180, 4686058570]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891181725d7ffff
way,478228036,,,POINT (38.067828996410725 54.90022813732709),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714692420, 4714692421, 4714692422, 4714692425, 4714692426, 4714692427, 4714692424, 4714692423, 4714692420]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b6fffff
way,478228037,,,POINT (38.0686834 54.89951079999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714692428, 4714692429, 4714692430, 4714692431, 4714692428]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b6fffff
way,478228038,,,POINT (38.068016231408876 54.899162932699234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714692432, 4714692433, 4714692434, 4714692435, 4714692436, 4714692437, 4714692432]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b6fffff
way,478228039,,,POINT (38.06827926067477 54.89929582915518),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714692438, 4714692439, 4714692440, 4714692441, 4714692442, 4714692443, 4714692444, 4714692445, 4714692438]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b6fffff
way,478228040,,,POINT (38.06807967874229 54.89956321942067),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714692446, 4714692447, 4714692448, 4714694091, 4714694090, 4714692449, 4714694092, 4714694094, 4714694095, 4714694093, 4714692450, 4714692451, 4714692452, 4714692453, 4714692446]",industrial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b6fffff
way,478228041,,,POINT (38.06718628490855 54.89950393615568),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714692454, 4714692455, 4714692458, 4714692456, 4714692457, 4714692454]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b6fffff
way,478228042,,,POINT (38.067008735274435 54.89977895314743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714692459, 4714692460, 4714692461, 4714692462, 4714692459]",yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b6fffff
way,478228043,,,POINT (38.06819542207395 54.90005351859959),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714692468, 4714692479, 4714692463, 4714692464, 4714692465, 4714692480, 4714692466, 4714692467, 4714692469, 4714692468]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b6fffff
way,478228045,,,POINT (38.06798818472078 54.90010969855628),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714692471, 4714692472, 4714692473, 4714692478, 4714692474, 4714692471]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b6fffff
way,478228051,,,POINT (38.06881816911663 54.899736296685525),,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,no,no,surface,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3285626624, 4714692484, 4714692485, 3285626622, 4686058564, 4713667182, 4686058563, 3285626623, 3285626624]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b6fffff
way,478228052,,,POINT (38.067715066235756 54.89983659855213),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714692486, 4714692487, 4714692488, 4714694089, 4714692486]",industrial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b6fffff
way,478228054,,,POINT (38.06669782844571 54.900232618212804),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,вл3,улица Жданова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714694096, 4714694097, 4714694098, 4714694099, 4714694100, 4714694101, 4714694103, 4714694104, 4714694105, 4714694102, 4714694106, 4714694108, 4714694109, 4714694107, 4714694114, 4714694115, 4714694096]",industrial,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b63ffff
way,478228055,,,POINT (38.06655775 54.900597149999996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4714694110, 4714694111, 4714694112, 4714694113, 4714694110]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b63ffff
way,478519685,,,POINT (38.06432029987158 54.899689108935604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,38,улица Фрунзе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415230, 4717415231, 4717415232, 4717415234, 4717415236, 4717415237, 4717415235, 4717415233, 4717415230]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b63ffff
way,478519688,,,POINT (38.06388070863993 54.89989593642843),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415243, 4717415244, 4717415245, 4717415246, 4717415243]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b63ffff
way,478519689,,,POINT (38.06435213968889 54.89979203760169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415247, 4717415248, 4717415249, 4717415250, 4720643446, 4717415247]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b63ffff
way,478519706,,,POINT (38.054775950132665 54.90777691420221),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415406, 4717415407, 4717415408, 4717415409, 4717415410, 4717415411, 4717415412, 4717415413, 4717415406]",yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b07ffff
way,478519707,,,POINT (38.05519981332917 54.90731065326133),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415414, 4717415415, 4717415416, 4717415417, 4717415418, 4717415419, 4717415414]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b07ffff
way,478519708,,,POINT (38.05479970030334 54.90629296130752),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415420, 4717415421, 4717415422, 4717415423, 4717415424, 4717415425, 4717415420]",industrial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b07ffff
way,478519709,,,POINT (38.0562864 54.9062646),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415426, 4717415427, 4717415428, 4717415429, 4717415426]",service,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,substation,minor_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b07ffff
way,478519710,,,POINT (38.0557792223581 54.90602301413302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415436, 4717415437, 4717415438, 4717415439, 4717415440, 4717415441, 4717415442, 4717415443, 4717415444, 4717415445, 4717415436]",industrial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b07ffff
way,478519712,,,POINT (38.05481665000001 54.9067408),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415448, 4717415449, 4717415450, 4717415451, 4717415448]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b07ffff
way,478519713,,,POINT (38.053706794075076 54.907163972054676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,вл10,Промышленная улица,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415452, 4717415453, 4717415454, 4717415455, 4717415468, 4717415470, 4717415471, 4717415469, 4717415456, 4717415457, 4717415458, 4717415459, 4717415460, 4717415461, 4717415465, 4717415466, 4717415467, 4717415452]",industrial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b07ffff
way,478519714,,,POINT (38.05212559999999 54.9083439),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ступино,вл10,Промышленная улица,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415472, 4717415473, 4717415474, 4717415475, 4717415472]",industrial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b17ffff
way,478519717,,,POINT (38.05014884999999 54.90863459999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415482, 4717415483, 4717415484, 4717415485, 4717415482]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b17ffff
way,478519718,,,POINT (38.05241410000001 54.909387),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415486, 4717415487, 4717415488, 4717415489, 4717415486]",industrial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108babffff
way,478519719,,,POINT (38.049966386434335 54.9087401538094),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415490, 4717415491, 4717415492, 4717415493, 4717415490]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108b17ffff
way,478519720,,,POINT (38.05015704947884 54.90885202893488),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415494, 4717415495, 4717415496, 4717415497, 4717415494]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108bbbffff
way,478519721,,,POINT (38.05132505 54.90944795),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415498, 4717415499, 4717415500, 4717415501, 4717415498]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108babffff
way,478519722,,,POINT (38.050779150000004 54.90919050000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415502, 4717415503, 4717415504, 4717415505, 4717415502]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108bbbffff
way,478519723,,,POINT (38.051367960397144 54.90927905624215),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4717415506, 4717415507, 4717415508, 4717415509, 4717415506]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89118108babffff
